wechat_id,trade_id,大单号,name,direction,trade_type,trade_purpose,trade_time,amount_fen,balance_fen,user_bank_card,用户侧网银联单号,网联/银联,third_party_account,counterparty_id,counterparty,counterparty_bank_card,counterparty_bank_name,对手侧网银联单号,基金公司信息,间联/非间联交易,counterparty_receive_time,counterparty_receive_amount_fen,remark,remark2,id_card_from_path,account_from_path,source_file,source_sheet,source_row
tom123,,,张三,入,快捷支付,转账,2023-09-15 22:18,,,,,网联,,4xydmn0315,陈三一,6230000000000000000,福建农信银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,13
tom123,,,张三,入,快捷支付,转账,2023-09-15 22:19,,,,,网联,,4xydmn0315,陈三一,6230000000000000000,福建农信银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,14
tom123,,,张三,入,快捷支付,转账,2023-09-15 22:19,,,,,网联,,4xydmn0315,陈三一,6230000000000000000,福建农信银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,15
tom123,,,张三,入,快捷支付,转账,2023-09-15 22:19,,,,,网联,,4xydmn0315,陈三一,6230000000000000000,福建农信银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,16
tom123,,,张三,入,快捷支付,转账,2023-09-15 22:19,,,,,网联,,4xydmn0315,陈三一,6230000000000000000,福建农信银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,17
tom123,,,张三,入,快捷支付,转账,2023-09-15 22:19,,,,,网联,,4xydmn0315,陈三一,6230000000000000000,福建农信银行,2020000000000000034537442639872,,非间连交易,,,微信红包,恭喜发财，大吉大利,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,18
tom123,,,张三,入,快捷支付,转账,2023-09-15 22:19,,,,,网联,,4xydmn0315,陈三一,6230000000000000000,福建农信银行,2020000000000000034537442639872,,非间连交易,,,微信红包,恭喜发财，大吉大利,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,19
tom123,,,张三,入,快捷支付,转账,2023-09-15 22:19,,,,,网联,,4xydmn0315,陈三一,6230000000000000000,福建农信银行,2020000000000000034537442639872,,非间连交易,,,微信红包,恭喜发财，大吉大利,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,20
tom123,,,张三,入,快捷支付,转账,2023-09-15 22:21,,,,,网联,,4xydmn0315,陈三一,6230000000000000000,福建农信银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,21
tom123,,,张三,入,快捷支付,转账,2023-09-15 22:22,,,,,网联,,4xydmn0315,陈三一,6230000000000000000,福建农信银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,22
tom123,,,张三,入,快捷支付,转账,2023-09-15 22:45,,,,,网联,,4xydmn0315,陈三一,6230000000000000000,福建农信银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,23
tom123,,,张三,入,快捷支付,转账,2023-09-15 22:45,,,,,网联,,4xydmn0315,陈三一,6230000000000000000,福建农信银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,24
tom123,,,张三,入,快捷支付,转账,2023-09-15 22:45,,,,,网联,,4xydmn0315,陈三一,6230000000000000000,福建农信银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,25
tom123,,,张三,入,快捷支付,转账,2023-09-15 22:45,,,,,网联,,4xydmn0315,陈三一,6230000000000000000,福建农信银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,26
tom123,,,张三,入,快捷支付,转账,2023-09-16 00:37,,,,,网联,,4xydmn0315,陈三一,6230000000000000000,福建农信银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,27
tom123,,,张三,入,快捷支付,转账,2023-09-16 00:37,,,,,网联,,4xydmn0315,陈三一,6230000000000000000,福建农信银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,28
tom123,,,张三,出,余额支付,消费,2023-09-16 21:52,,,,,,,上海宽娱数码科技有限公司(1492916362),上海宽娱数码科技有限公司,,,,,非间连交易,,,,电池,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,29
tom123,,,张三,入,余额支付,退款,2023-09-16 21:56,,,,,,,深圳市腾讯计算机系统有限公司,深圳市腾讯计算机系统有限公司,,,,,非间连交易,,,,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,30
tom123,,,张三,入,快捷支付,转账,2023-09-22 13:13,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,31
tom123,,,张三,入,快捷支付,转账,2023-09-22 13:13,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,32
tom123,,,张三,入,快捷支付,转账,2023-09-22 13:13,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,33
tom123,,,张三,入,快捷支付,转账,2023-09-22 13:13,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,34
tom123,,,张三,出,余额支付,消费,2023-09-22 13:14,,,,,,,上海宽娱数码科技有限公司(1492916362),上海宽娱数码科技有限公司,,,,,非间连交易,,,,电池,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,35
tom123,,,张三,入,快捷支付,转账,2023-09-22 22:19,,,,,网联,,4xydmn0315,陈三一,6230000000000000000,福建农信银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,36
tom123,,,张三,入,快捷支付,转账,2023-09-22 22:21,,,,,网联,,4xydmn0315,陈三一,6230000000000000000,福建农信银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,37
tom123,,,张三,入,余额支付,转账,2023-09-23 01:22,,,,,,,s3ns3n-3343,罗宇,,,,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,38
tom123,,,张三,入,快捷支付,转账,2023-10-05 00:28,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,39
tom123,,,张三,入,快捷支付,转账,2023-10-06 22:42,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,40
tom123,,,张三,入,快捷支付,转账,2023-10-06 22:42,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,41
tom123,,,张三,入,快捷支付,转账,2023-10-06 22:53,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,42
tom123,,,张三,入,快捷支付,转账,2023-10-06 22:56,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,43
tom123,,,张三,入,快捷支付,转账,2023-10-06 23:52,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,44
tom123,,,张三,入,快捷支付,转账,2023-10-06 23:52,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,45
tom123,,,张三,入,快捷支付,转账,2023-10-06 23:57,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,46
tom123,,,张三,出,余额支付,消费,2023-10-06 23:59,,,,,,,上海宽娱数码科技有限公司(1492916362),上海宽娱数码科技有限公司,,,,,非间连交易,,,,电池,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,47
tom123,,,张三,入,快捷支付,转账,2023-10-13 22:57,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,48
tom123,,,张三,入,快捷支付,转账,2023-10-13 22:57,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,49
tom123,,,张三,入,快捷支付,转账,,,,,,银联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,1030000000000000,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,50
tom123,,,张三,入,快捷支付,转账,2023-10-27 22:5,,,,,银联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,1030000000000000,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,51
tom123,,,张三,入,快捷支付,转账,2023-10-27 22:51,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,52
tom123,,,张三,入,快捷支付,转账,2023-11-03 23:23,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,湖南农信,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,53
tom123,,,张三,入,快捷支付,转账,2023-11-03 23:23,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,湖南农信,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,54
tom123,,,张三,入,快捷支付,转账,2023-11-04 08:56,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,湖南农信,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,55
tom123,,,张三,入,快捷支付,转账,2023-11-13 23:26,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,56
tom123,,,张三,出,余额支付,消费,2023-11-17 22:03,,,,,,,上海宽娱数码科技有限公司(1492916362),上海宽娱数码科技有限公司,,,,,非间连交易,,,,电池,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,57
tom123,,,张三,入,快捷支付,转账,2023-11-18 21:37,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,58
tom123,,,张三,入,余额支付,转账,2023-12-02 22:03,,,,,,,s3ns3n-3343,罗宇,,,,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,59
tom123,,,张三,出,余额支付,消费,2023-12-02 22:12,,,,,,,杭州播播科技有限公司(1604091210),杭州播播科技有限公司,,,,,非间连交易,,,,高级会员月卡,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,60
tom123,,,张三,入,余额支付,转账,2023-12-09 20:11,,,,,,,s3ns3n-3343,罗宇,,,,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,61
tom123,,,张三,出,余额支付,消费,2023-12-09 21:18,,,,,,"{""fcapital_type"":""9"",""fextend_uin"":""15227167"",""fextend_name"":""Valve Corporation"",""fextend_short_name"":""Valve"",""fextend_agent_spid"":"""",""fextend_agent_name"":""""}",Nuvei Glob3l Servi4es B.V.(1395682302),Nuvei Global Services B.V.,,,,,非间连交易,,,,Steam Purchase 1172225330,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,62
tom123,,,张三,入,快捷支付,转账,2023-12-22 22:28,,,,,银联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,1220000000000000,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,63
tom123,,,张三,入,快捷支付,转账,2023-12-22 22:28,,,,,银联,,s3ns3n-3343,罗宇,6230000000000000000,邮储银行,1220000000000000,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,64
tom123,,,张三,入,快捷支付,转账,2023-12-22 22:38,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,邮储银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,65
tom123,,,张三,入,快捷支付,转账,2023-12-22 22:45,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,邮储银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,66
tom123,,,张三,入,快捷支付,转账,2023-12-22 22:46,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,邮储银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,67
tom123,,,张三,入,余额支付,转账,2023-12-30 00:53,,,,,,,s3ns3n-3343,罗宇,,,,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,68
tom123,,,张三,出,余额支付,消费,2024-01-01 14:2,,,,,,"{""fcapital_type"":""10"",""fextend_uin"":"""",""fextend_name"":"""",""fextend_short_name"":"""",""fextend_agent_spid"":""1501970731"",""fextend_agent_name"":""福建国通星驿网络科技有限公司""}",中国银联股份有限公司(1500947831),中国银联股份有限公司,,,,,间连交易，实际收款商户联系间连服务商或第三方账户中的收单机构通过大单号查询,,,,京东数码电脑坂田店,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,69
tom123,,,张三,出,余额支付,转账,2024-01-01 14:25,,,,,,,zlzjl2525,曾黎,,,,,非间连交易,2024-01-01 14:25,1400,微信转账,扫二维码付款-给威旺图文广告,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,70
tom123,,,张三,入,快捷支付,转账,2024-01-06 00:1,,,,,网联,,s3ns3n-3343,罗宇,6230000000000000000,农业银行,2020000000000000034537442639872,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,71
tom123,,,张三,出,余额支付,消费,2024-01-14 22:2,,,,,,"{""fcapital_type"":""9"",""fextend_uin"":""15227167"",""fextend_name"":""Valve Corporation"",""fextend_short_name"":""Valve"",""fextend_agent_spid"":"""",""fextend_agent_name"":""""}",Nuvei Glob3l Servi4es B.V.(1395682302),Nuvei Global Services B.V.,,,,,非间连交易,,,,Steam Purchase 1211071964,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,72
tom123,,,张三,入,余额支付,转账,2024-01-19 22:54,,,,,,,s3ns3n-3343,罗宇,,,,,非间连交易,,,微信转账,,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,73
tom123,,,张三,出,余额支付,消费,2024-01-23 07:3,,,,,,,江苏京东信息技术有限公司(1238342501),江苏京东信息技术有限公司,,,,,非间连交易,,,,京东-订单编号289024656174,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,74
tom123,,,张三,出,快捷支付,消费,2024-01-26 22:06,,,6210000000000000,2020000000000000034537442639872,,,江苏京东信息技术有限公司(1238342501),江苏京东信息技术有限公司,,,,,非间连交易,,,,京东-订单编号289298203017,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,75
tom123,,,张三,出,快捷支付,消费,2024-01-27 21:51,,,6210000000000000,127000000000000,,"{""fcapital_type"":""9"",""fextend_uin"":""15227167"",""fextend_name"":""Valve Corporation"",""fextend_short_name"":""Valve"",""fextend_agent_spid"":"""",""fextend_agent_name"":""""}",Nuvei Glob3l Servi4es B.V.(1395682302),Nuvei Global Services B.V.,,,,,非间连交易,,,,Steam Purchase 1225880119,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,76
tom123,,,张三,出,快捷支付,消费,2024-01-27 21:51,,,6210000000000000,127000000000000,,"{""fcapital_type"":""9"",""fextend_uin"":""15227167"",""fextend_name"":""Valve Corporation"",""fextend_short_name"":""Valve"",""fextend_agent_spid"":"""",""fextend_agent_name"":""""}",Nuvei Glob3l Servi4es B.V.(1395682302),Nuvei Global Services B.V.,,,,,非间连交易,,,,Steam Purchase 1225880728,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,77
tom123,,,张三,出,余额支付,消费,2024-01-27 22:11,,,,,,,清枫（北京）科技有限公司(1610427069),清枫（北京）科技有限公司,,,,,非间连交易,,,,小黑盒加速器充值,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,78
tom123,,,张三,出,快捷支付,消费,2024-01-28 13:02,,,6210000000000000,2020000000000000034537442639872,,,上海宽娱数码科技有限公司(1492916362),上海宽娱数码科技有限公司,,,,,非间连交易,,,,舰长,110108199807051211,tom123,数据样本1\数据包\数据样本1-微信\交易明细\IDCARD\110108199807051211\tom123\TenpayTrades.xls,TenpayTrades,79
